student_id,timestamp,heart_rate,skin_temp,movement_level,focus_score,emotional_state,ambient_light,ambient_noise,temperature,humidity,board_interaction,learning_material_access,quiz_score,assignment_completion,participation_level,target
1087,2024-09-01 19:39:00,95,35.2,4.38,0.1,neutral,278,33,23.3,61.7,9,3,63,57,7,1
1060,2024-09-01 19:40:00,98,37.4,7.94,0.1,stressed,959,59,27.2,67.4,44,10,88,10,2,1
1073,2024-09-01 19:41:00,104,35.6,7.97,0.24,neutral,252,77,26.1,68.3,15,11,14,22,8,1
1051,2024-09-01 19:42:00,107,35.5,7.86,0.56,neutral,667,43,21.6,35.0,1,11,82,86,7,1
1084,2024-09-01 19:43:00,86,35.6,7.59,0.83,neutral,906,59,21.4,55.0,7,3,84,11,2,0
1045,2024-09-01 19:44:00,79,35.7,2.15,0.53,happy,742,60,20.7,34.5,40,7,33,66,6,0
1058,2024-09-01 19:45:00,108,37.0,7.51,0.75,stressed,558,30,26.8,66.9,38,11,55,83,7,1
1047,2024-09-01 19:46:00,79,36.9,1.44,0.65,neutral,577,56,23.1,68.2,4,19,36,86,0,0
1038,2024-09-01 19:47:00,61,35.4,7.13,0.52,neutral,664,31,20.2,50.0,29,5,81,34,2,0
1041,2024-09-01 19:48:00,96,37.2,0.04,0.21,stressed,673,74,23.4,68.4,7,12,53,96,9,0
1050,2024-09-01 19:49:00,86,36.0,9.19,0.88,happy,837,69,28.3,60.6,28,4,47,65,8,1
1049,2024-09-01 19:50:00,77,36.4,8.27,0.28,stressed,204,70,22.5,57.8,2,13,5,43,6,1
1091,2024-09-01 19:51:00,72,35.4,6.83,0.25,happy,806,39,26.3,53.2,12,14,10,52,0,0
1065,2024-09-01 19:52:00,77,37.1,0.94,0.26,neutral,936,53,24.4,46.3,26,16,100,36,4,1
1040,2024-09-01 19:53:00,119,36.1,8.25,0.1,stressed,999,49,25.5,68.6,11,14,53,23,10,0
1057,2024-09-01 19:54:00,70,36.9,8.75,0.5,happy,299,71,26.0,37.9,39,10,23,82,9,1
1003,2024-09-01 19:55:00,73,36.3,6.88,0.33,stressed,414,45,24.5,62.1,5,13,4,88,2,0
1048,2024-09-01 19:56:00,103,35.1,9.76,0.52,neutral,505,70,20.6,44.7,38,12,72,4,1,0
1002,2024-09-01 19:57:00,63,37.1,0.93,0.45,happy,777,67,25.7,60.1,48,8,29,73,0,1
1031,2024-09-01 19:58:00,98,36.7,7.09,0.52,neutral,827,73,24.0,36.5,14,19,74,28,1,0
1046,2024-09-01 19:59:00,72,36.3,5.25,0.3,stressed,386,78,22.0,44.9,45,19,75,50,0,0
1061,2024-09-01 20:00:00,78,35.6,1.46,0.82,neutral,916,71,29.0,67.8,46,3,19,71,5,1
1097,2024-09-01 20:01:00,102,36.9,6.58,0.53,stressed,980,72,27.4,52.3,7,15,64,17,8,1
1015,2024-09-01 20:02:00,119,35.8,8.0,0.21,stressed,465,70,22.8,49.6,39,17,60,28,2,1
1067,2024-09-01 20:03:00,98,36.3,1.65,0.9,neutral,316,47,25.4,60.1,23,2,31,76,9,1
1017,2024-09-01 20:04:00,118,35.2,7.93,0.11,happy,649,64,29.6,46.7,31,12,15,32,9,1
1091,2024-09-01 20:05:00,84,37.3,0.93,0.73,stressed,864,59,22.5,49.7,30,14,40,40,0,1
1005,2024-09-01 20:06:00,74,35.3,5.91,0.68,stressed,404,66,29.5,52.4,37,19,73,0,5,1
1064,2024-09-01 20:07:00,110,37.7,7.98,0.07,happy,829,34,26.8,69.6,2,16,8,62,5,1
1079,2024-09-01 20:08:00,79,37.6,1.46,0.9,happy,199,66,25.4,62.2,47,7,84,81,1,1
1036,2024-09-01 20:09:00,76,37.9,5.72,0.32,happy,510,40,29.8,31.6,34,19,34,79,3,0
1072,2024-09-01 20:10:00,114,37.7,4.25,0.74,neutral,634,33,23.3,61.3,12,19,96,23,10,0
1062,2024-09-01 20:11:00,60,37.9,6.07,0.28,happy,439,66,22.8,50.1,46,5,52,93,10,1
1080,2024-09-01 20:12:00,88,37.7,4.24,0.53,stressed,382,40,23.4,39.2,41,13,49,40,4,1
1099,2024-09-01 20:13:00,103,35.3,2.51,0.97,stressed,692,41,27.5,64.1,40,1,60,53,5,0
1097,2024-09-01 20:14:00,78,36.3,2.54,0.61,neutral,753,78,23.4,40.8,14,3,91,5,5,0
1058,2024-09-01 20:15:00,89,35.2,8.65,0.3,neutral,230,76,21.0,42.8,25,11,26,98,1,1
1094,2024-09-01 20:16:00,84,36.6,1.56,0.46,stressed,203,57,26.4,32.5,11,1,18,57,4,1
1033,2024-09-01 20:17:00,87,36.6,1.23,0.68,stressed,638,55,22.2,69.1,24,15,44,88,4,1
1036,2024-09-01 20:18:00,96,37.8,0.97,0.45,stressed,801,63,20.0,61.8,27,11,89,17,9,1
1033,2024-09-01 20:19:00,101,37.9,0.74,0.91,neutral,351,30,22.0,35.9,18,2,9,68,1,1
1044,2024-09-01 20:20:00,117,35.8,0.14,0.87,stressed,881,35,28.2,49.6,8,10,24,74,6,1
1000,2024-09-01 20:21:00,70,36.7,1.6,0.15,stressed,831,62,29.4,43.5,34,12,59,45,9,1
1052,2024-09-01 20:22:00,75,36.4,1.93,0.78,neutral,783,76,26.6,31.3,44,8,0,98,1,1
1061,2024-09-01 20:23:00,77,36.6,2.7,0.94,stressed,124,53,23.1,67.1,35,0,50,45,0,1
1014,2024-09-01 20:24:00,100,36.6,1.24,0.32,stressed,288,63,24.4,63.6,31,3,91,9,5,0
1094,2024-09-01 20:25:00,113,37.7,0.94,0.24,happy,302,37,21.9,69.5,2,13,93,81,0,0
1050,2024-09-01 20:26:00,68,37.7,5.41,0.01,stressed,607,45,28.8,39.7,4,15,67,22,3,1
1013,2024-09-01 20:27:00,87,35.4,7.19,0.12,happy,151,45,26.7,58.0,40,7,53,36,3,1
1097,2024-09-01 20:28:00,86,36.0,6.3,0.96,neutral,751,45,20.8,34.7,17,12,34,87,5,0
1058,2024-09-01 20:29:00,105,37.3,5.57,0.39,neutral,605,63,23.7,47.3,41,19,67,31,4,0
1051,2024-09-01 20:30:00,111,37.1,4.41,0.39,happy,567,49,25.4,63.9,14,0,68,32,3,1
1000,2024-09-01 20:31:00,97,36.9,6.34,0.27,stressed,857,43,28.0,30.3,24,9,46,43,5,1
1098,2024-09-01 20:32:00,103,38.0,9.02,0.16,happy,517,55,29.2,49.2,17,3,67,71,9,1
1074,2024-09-01 20:33:00,82,36.0,6.27,0.51,neutral,890,31,21.3,47.4,6,6,82,44,4,0
1016,2024-09-01 20:34:00,102,36.5,0.61,0.72,stressed,219,48,28.3,57.6,21,10,27,14,6,1
1055,2024-09-01 20:35:00,81,37.9,5.7,0.55,stressed,839,31,20.7,39.5,23,2,86,38,4,0
1004,2024-09-01 20:36:00,63,37.1,5.24,0.04,neutral,591,79,22.4,36.9,34,4,65,31,8,0
1016,2024-09-01 20:37:00,91,36.9,4.52,0.8,happy,356,55,20.2,56.0,21,11,91,30,2,0
1017,2024-09-01 20:38:00,83,35.5,5.69,0.93,happy,557,54,20.6,55.7,26,10,10,67,1,1
1088,2024-09-01 20:39:00,97,35.7,6.73,0.44,neutral,292,78,20.3,60.1,1,0,93,13,0,1
1054,2024-09-01 20:40:00,109,36.1,0.37,0.37,stressed,737,48,21.5,39.9,10,11,85,13,4,1
1098,2024-09-01 20:41:00,87,36.4,4.8,0.23,neutral,232,75,28.8,30.7,46,8,80,50,10,1
1046,2024-09-01 20:42:00,65,36.5,8.17,0.3,stressed,284,78,22.8,65.1,25,15,23,41,7,1
1079,2024-09-01 20:43:00,92,37.7,5.31,0.64,happy,249,77,24.8,38.3,6,10,99,76,8,0
1048,2024-09-01 20:44:00,90,35.3,0.68,0.77,happy,526,46,24.9,46.7,18,2,85,49,2,0
1022,2024-09-01 20:45:00,116,35.7,7.75,0.33,happy,357,59,30.0,48.7,36,7,76,30,6,1
1020,2024-09-01 20:46:00,69,35.4,9.41,0.34,happy,556,41,23.6,37.5,18,17,89,17,3,1
1028,2024-09-01 20:47:00,71,37.2,8.52,0.45,neutral,847,50,22.7,50.8,9,3,52,83,6,0
1059,2024-09-01 20:48:00,66,37.9,3.63,0.17,happy,490,65,29.6,66.6,46,8,100,23,4,0
1045,2024-09-01 20:49:00,83,37.7,5.35,0.93,neutral,979,69,25.9,40.9,30,3,82,15,5,0
1099,2024-09-01 20:50:00,87,37.2,5.91,0.71,neutral,376,57,22.9,50.8,0,0,88,10,7,1
1009,2024-09-01 20:51:00,70,35.1,7.16,0.43,neutral,426,62,22.9,42.3,16,2,82,21,9,0
1083,2024-09-01 20:52:00,91,36.0,6.66,0.12,stressed,670,75,20.9,69.2,9,10,94,50,9,1
1052,2024-09-01 20:53:00,79,37.6,1.99,0.85,happy,876,38,25.6,38.8,35,9,16,35,8,0
1006,2024-09-01 20:54:00,115,37.0,8.43,0.48,stressed,219,47,27.2,34.4,20,17,89,79,7,0
1029,2024-09-01 20:55:00,87,35.6,8.49,0.8,stressed,684,53,24.7,35.7,16,15,43,66,5,0
1092,2024-09-01 20:56:00,60,36.4,4.04,0.03,neutral,350,61,28.8,44.7,41,13,44,13,4,1
1054,2024-09-01 20:57:00,86,35.3,1.31,0.27,happy,214,52,24.8,52.1,43,7,7,98,3,0
1064,2024-09-01 20:58:00,75,36.6,6.09,0.62,neutral,495,41,23.5,56.7,42,10,63,82,1,1
1020,2024-09-01 20:59:00,95,37.7,3.57,0.49,happy,591,63,22.5,52.5,2,0,11,10,7,0
1006,2024-09-01 21:00:00,65,35.1,7.41,0.3,stressed,711,55,22.4,66.2,49,10,63,97,2,1
1043,2024-09-01 21:01:00,69,36.8,3.16,0.2,stressed,684,35,23.2,44.4,21,12,25,13,5,0
1067,2024-09-01 21:02:00,98,35.7,2.63,0.3,neutral,237,34,29.9,58.5,29,12,15,65,0,1
1014,2024-09-01 21:03:00,103,38.0,8.68,0.74,happy,724,52,23.6,40.7,49,1,59,77,4,0
1097,2024-09-01 21:04:00,78,35.2,6.16,0.18,neutral,685,79,25.2,57.3,35,0,41,25,2,1
1001,2024-09-01 21:05:00,69,36.9,0.86,0.59,neutral,847,75,22.7,67.0,4,13,32,76,0,1
1002,2024-09-01 21:06:00,85,35.8,6.89,0.42,stressed,884,44,21.4,69.1,2,9,54,18,6,0
1047,2024-09-01 21:07:00,93,37.6,7.53,0.76,neutral,841,61,26.5,59.2,0,3,16,77,7,0
1067,2024-09-01 21:08:00,100,35.4,2.35,0.2,neutral,359,42,25.5,67.7,16,14,68,41,9,1
1046,2024-09-01 21:09:00,60,36.3,9.68,0.27,happy,675,70,20.7,57.2,48,15,3,88,8,0
1042,2024-09-01 21:10:00,69,35.6,3.73,0.4,happy,755,57,28.8,68.5,21,0,66,10,3,1
1099,2024-09-01 21:11:00,92,37.4,9.41,0.17,happy,404,62,25.1,65.9,26,14,64,34,1,0
1026,2024-09-01 21:12:00,85,36.1,2.94,0.46,neutral,595,37,23.4,34.3,32,12,71,41,7,1
1003,2024-09-01 21:13:00,93,35.6,6.09,0.42,happy,711,45,27.8,49.0,20,4,18,97,8,1
1035,2024-09-01 21:14:00,96,37.2,5.18,0.99,neutral,254,68,21.1,43.9,0,7,25,39,3,0
1082,2024-09-01 21:15:00,108,37.5,9.92,0.59,happy,105,61,24.7,31.1,3,10,35,3,5,0
1097,2024-09-01 21:16:00,72,36.4,4.08,0.07,happy,715,45,25.5,48.7,40,14,51,47,4,1
1079,2024-09-01 21:17:00,97,36.1,1.79,0.46,happy,620,74,27.8,35.9,5,7,0,96,8,0
1051,2024-09-01 21:18:00,89,36.9,8.33,0.88,neutral,925,42,23.7,31.5,27,9,80,9,10,1
1044,2024-09-01 21:19:00,83,37.0,0.42,0.87,stressed,863,49,28.5,47.8,11,12,99,44,3,1
1050,2024-09-01 21:20:00,101,37.0,8.85,0.96,stressed,643,48,27.0,39.3,44,10,37,86,6,1
1085,2024-09-01 21:21:00,93,35.8,1.11,0.89,neutral,521,40,27.7,67.4,22,11,91,7,1,0
1031,2024-09-01 21:22:00,96,37.8,5.72,0.18,neutral,129,56,29.7,62.5,42,12,13,75,0,1
1001,2024-09-01 21:23:00,78,35.6,7.13,0.0,stressed,400,45,28.4,68.2,11,12,44,17,0,0
1016,2024-09-01 21:24:00,61,36.1,3.36,0.62,neutral,469,38,23.5,65.3,41,17,21,66,4,0
1022,2024-09-01 21:25:00,89,35.9,8.45,0.7,happy,831,42,26.5,59.1,47,0,35,3,6,0
1043,2024-09-01 21:26:00,81,37.8,5.94,0.13,stressed,249,48,28.7,53.9,48,14,10,20,4,0
1045,2024-09-01 21:27:00,91,37.5,3.95,0.17,neutral,898,59,25.3,32.6,44,7,81,59,3,1
1011,2024-09-01 21:28:00,92,37.4,3.25,0.96,neutral,820,71,26.8,40.6,32,8,3,72,8,0
1053,2024-09-01 21:29:00,119,35.0,1.12,0.94,stressed,739,68,21.7,58.4,20,11,51,43,1,1
1012,2024-09-01 21:30:00,99,37.1,6.4,0.16,neutral,628,46,28.2,46.0,40,8,41,60,1,1
1073,2024-09-01 21:31:00,74,35.7,3.64,0.25,stressed,980,59,27.6,43.0,39,9,95,91,9,1
1067,2024-09-01 21:32:00,65,37.9,3.21,0.89,neutral,224,58,28.9,34.2,26,12,78,78,0,1
1070,2024-09-01 21:33:00,95,36.6,9.5,0.43,neutral,153,71,27.1,32.8,49,9,94,90,4,0
1065,2024-09-01 21:34:00,103,36.7,2.73,0.8,stressed,690,31,28.8,38.4,31,19,93,67,4,0
1014,2024-09-01 21:35:00,75,36.1,8.77,0.4,stressed,914,79,21.6,63.4,0,18,13,25,0,0
1099,2024-09-01 21:36:00,80,36.6,9.75,0.74,happy,259,77,28.1,56.5,31,3,13,65,5,1
1061,2024-09-01 21:37:00,93,37.2,8.23,0.4,neutral,255,32,29.5,43.6,2,18,46,84,4,1
1072,2024-09-01 21:38:00,99,36.7,0.2,0.9,neutral,494,49,28.2,32.4,32,17,84,17,6,0
1023,2024-09-01 21:39:00,113,36.9,8.69,0.33,stressed,522,30,26.2,37.5,0,0,80,65,10,1
1069,2024-09-01 21:40:00,97,36.4,2.13,0.52,happy,943,34,29.3,48.0,23,19,66,6,0,1
1060,2024-09-01 21:41:00,94,37.1,3.53,0.52,stressed,982,62,20.9,36.1,18,10,19,19,2,0
1070,2024-09-01 21:42:00,92,37.7,9.92,0.65,neutral,470,68,20.2,60.5,17,7,98,43,9,0
1079,2024-09-01 21:43:00,67,35.2,4.05,0.31,stressed,266,52,29.7,61.5,31,10,29,79,8,0
1080,2024-09-01 21:44:00,71,35.3,6.55,0.64,neutral,855,47,26.8,35.5,43,5,53,77,5,1
1093,2024-09-01 21:45:00,98,37.1,3.11,0.14,neutral,812,33,21.1,59.1,5,5,33,95,1,1
1071,2024-09-01 21:46:00,119,36.1,3.69,0.89,stressed,764,70,23.4,50.5,16,10,100,78,8,0
1002,2024-09-01 21:47:00,108,35.8,5.98,0.14,neutral,893,62,27.5,68.5,11,4,5,57,2,0
1088,2024-09-01 21:48:00,119,35.5,9.48,0.84,neutral,423,55,27.5,61.5,33,10,95,49,2,0
1028,2024-09-01 21:49:00,104,36.7,2.82,0.69,happy,289,51,21.7,53.4,35,3,72,29,1,0
1020,2024-09-01 21:50:00,115,36.0,2.47,0.34,happy,758,59,24.7,54.1,38,7,96,47,4,0
1053,2024-09-01 21:51:00,117,36.5,0.26,0.33,neutral,624,55,28.1,37.2,1,10,66,70,2,0
1005,2024-09-01 21:52:00,77,37.9,2.02,0.97,neutral,611,30,29.7,65.7,19,9,90,23,5,0
1086,2024-09-01 21:53:00,118,37.3,2.62,0.19,neutral,384,35,26.2,52.4,19,10,95,80,4,1
1010,2024-09-01 21:54:00,107,37.4,0.63,0.72,happy,921,46,26.4,53.0,46,18,55,80,10,0
1069,2024-09-01 21:55:00,99,35.4,5.64,0.18,neutral,338,60,24.7,53.0,38,0,100,4,8,1
1026,2024-09-01 21:56:00,80,36.0,1.27,0.91,happy,684,77,25.4,41.0,31,7,8,54,9,0
1090,2024-09-01 21:57:00,115,35.3,5.11,0.74,happy,781,33,21.0,62.5,2,6,87,0,9,0
1076,2024-09-01 21:58:00,86,37.9,1.89,0.93,neutral,545,39,23.5,64.5,25,15,64,49,2,1
1059,2024-09-01 21:59:00,71,37.0,9.36,0.88,happy,843,77,25.1,41.5,40,4,80,42,2,1
1072,2024-09-01 22:00:00,65,35.1,3.07,0.55,neutral,298,68,22.7,47.7,11,4,79,84,3,0
1071,2024-09-01 22:01:00,90,36.4,0.93,0.15,stressed,298,63,23.6,37.2,49,15,72,29,4,0
1026,2024-09-01 22:02:00,93,35.8,8.36,0.22,stressed,120,51,29.7,39.5,2,14,24,67,9,0
1031,2024-09-01 22:03:00,66,36.6,4.02,0.2,stressed,364,51,20.1,43.4,27,12,15,68,7,1
1092,2024-09-01 22:04:00,118,35.5,8.2,0.22,stressed,597,36,23.0,66.1,8,9,47,40,1,0
1032,2024-09-01 22:05:00,118,35.2,3.12,0.48,neutral,784,68,25.8,55.0,25,16,15,20,9,1
1004,2024-09-01 22:06:00,90,36.0,5.0,0.87,stressed,510,66,22.8,53.5,5,7,26,19,0,1
1008,2024-09-01 22:07:00,113,35.9,4.45,0.02,neutral,915,44,26.8,67.9,4,13,5,19,6,0
1012,2024-09-01 22:08:00,63,37.2,5.58,0.24,neutral,440,48,23.0,61.7,8,10,4,36,7,0
1096,2024-09-01 22:09:00,116,36.4,4.02,0.6,neutral,296,39,26.4,30.6,45,13,35,80,4,1
1093,2024-09-01 22:10:00,111,35.9,4.97,0.87,neutral,232,66,28.5,35.0,33,9,45,72,7,0
1088,2024-09-01 22:11:00,107,36.7,6.79,0.3,neutral,939,66,26.6,39.9,27,14,87,95,7,1
1005,2024-09-01 22:12:00,76,35.2,4.15,0.38,happy,370,79,20.5,42.2,25,13,38,22,3,1
1073,2024-09-01 22:13:00,88,37.0,6.84,0.37,stressed,688,33,28.0,63.4,34,8,37,83,9,0
1035,2024-09-01 22:14:00,62,35.4,7.14,0.29,happy,708,75,22.1,60.8,0,17,41,8,10,0
1049,2024-09-01 22:15:00,118,35.8,7.49,0.7,happy,783,79,26.3,35.8,3,11,87,89,2,0
1060,2024-09-01 22:16:00,83,35.8,4.71,0.66,stressed,478,70,26.5,51.4,12,15,81,80,8,1
1047,2024-09-01 22:17:00,62,36.4,0.04,0.84,neutral,643,54,28.0,34.4,39,4,68,83,3,1
1082,2024-09-01 22:18:00,105,37.9,7.54,0.92,neutral,135,57,25.1,36.9,20,13,67,94,5,0
1010,2024-09-01 22:19:00,105,36.0,9.09,0.9,stressed,788,78,23.8,39.7,17,3,34,81,1,1
1016,2024-09-01 22:20:00,98,35.8,6.53,0.54,stressed,536,73,25.2,66.2,19,6,21,84,6,1
1001,2024-09-01 22:21:00,86,35.5,5.25,0.19,stressed,506,47,25.5,44.6,3,2,68,90,6,0
1006,2024-09-01 22:22:00,60,36.2,5.6,0.22,happy,245,77,28.2,66.6,31,3,98,62,5,0
1056,2024-09-01 22:23:00,74,35.5,6.41,0.59,happy,495,64,22.1,60.0,26,3,44,25,10,0
1030,2024-09-01 22:24:00,73,35.4,9.99,0.92,stressed,954,48,28.5,60.0,24,5,5,38,0,1
1058,2024-09-01 22:25:00,63,37.6,0.62,0.53,stressed,481,71,23.7,62.1,6,5,76,14,1,1
1094,2024-09-01 22:26:00,63,35.2,0.21,0.94,stressed,229,49,27.4,33.8,44,16,67,61,2,1
1045,2024-09-01 22:27:00,84,37.1,9.64,0.26,stressed,335,68,23.4,62.6,29,1,96,57,2,0
1080,2024-09-01 22:28:00,119,35.6,4.4,0.09,happy,766,62,27.1,40.1,22,0,100,30,5,1
1078,2024-09-01 22:29:00,70,35.0,6.12,0.8,stressed,277,30,28.0,69.4,28,4,44,82,10,1
1006,2024-09-01 22:30:00,92,37.4,7.53,0.88,stressed,514,76,25.6,63.9,20,1,97,67,7,1
1093,2024-09-01 22:31:00,70,37.1,7.42,0.45,stressed,531,30,26.2,69.9,32,14,72,36,2,1
1013,2024-09-01 22:32:00,71,36.0,6.47,0.1,stressed,953,70,27.1,67.5,17,16,78,61,3,1
1094,2024-09-01 22:33:00,74,35.2,4.72,0.04,neutral,168,75,26.9,44.4,26,14,48,63,8,1
1008,2024-09-01 22:34:00,116,36.1,5.76,0.06,neutral,244,74,27.3,67.7,13,19,51,46,7,0
1008,2024-09-01 22:35:00,85,35.5,7.3,0.44,stressed,142,48,28.5,43.2,39,15,83,70,7,0
1001,2024-09-01 22:36:00,83,37.8,8.51,0.23,happy,554,77,22.2,56.4,30,7,49,55,0,1
1085,2024-09-01 22:37:00,106,36.6,1.27,0.46,neutral,245,78,22.1,62.7,41,6,57,16,8,0
1015,2024-09-01 22:38:00,85,37.9,2.78,0.49,happy,866,38,29.7,45.3,7,0,14,9,6,0
1001,2024-09-01 22:39:00,113,36.1,3.98,0.46,neutral,293,43,28.5,38.2,2,2,0,42,9,1
1078,2024-09-01 22:40:00,86,36.7,6.65,0.62,neutral,898,32,25.9,65.8,34,5,73,60,3,0
1069,2024-09-01 22:41:00,95,35.6,3.96,0.68,stressed,162,59,20.1,34.1,37,5,73,13,5,0
1022,2024-09-01 22:42:00,86,37.4,2.39,0.4,stressed,383,70,28.5,44.6,10,1,68,81,0,1
1027,2024-09-01 22:43:00,97,35.1,0.33,0.34,stressed,806,30,27.5,51.6,35,7,58,8,10,0
1042,2024-09-01 22:44:00,113,37.1,8.43,0.37,happy,492,34,29.6,62.2,47,18,41,79,7,0
1062,2024-09-01 22:45:00,61,36.2,4.19,0.07,happy,708,52,20.1,64.8,42,19,80,72,8,1
1016,2024-09-01 22:46:00,82,36.7,3.29,0.32,happy,127,35,20.3,50.5,33,0,12,10,8,1
1035,2024-09-01 22:47:00,68,36.8,5.31,0.2,stressed,607,49,25.2,52.9,22,15,67,26,8,0
1018,2024-09-01 22:48:00,67,37.1,1.23,0.29,neutral,859,75,28.6,64.2,4,2,19,93,0,1
1004,2024-09-01 22:49:00,110,35.6,3.97,0.71,neutral,754,71,29.9,48.7,29,10,36,13,9,0
1022,2024-09-01 22:50:00,99,36.6,7.52,0.99,neutral,558,37,23.2,52.4,36,15,78,13,9,1
1018,2024-09-01 22:51:00,111,36.3,7.36,0.92,stressed,872,60,20.4,30.7,15,4,49,28,9,0
1000,2024-09-01 22:52:00,101,35.8,7.72,0.82,neutral,908,44,22.0,68.0,13,15,34,10,8,1
1026,2024-09-01 22:53:00,108,36.5,4.67,0.74,neutral,721,55,28.8,52.7,6,13,22,14,9,0
1042,2024-09-01 22:54:00,110,37.9,3.69,0.94,happy,830,62,24.7,59.1,32,13,94,43,5,0
1024,2024-09-01 22:55:00,60,37.8,8.31,0.75,happy,175,77,28.5,39.9,1,9,78,13,10,1
1053,2024-09-01 22:56:00,80,35.8,1.73,0.47,stressed,301,68,24.4,56.3,45,16,14,90,5,1
1005,2024-09-01 22:57:00,85,37.7,7.25,0.6,neutral,300,61,20.5,48.4,4,16,27,2,0,1
1099,2024-09-01 22:58:00,74,37.6,8.88,0.31,stressed,867,30,26.2,34.5,44,7,91,11,1,1
1080,2024-09-01 22:59:00,102,35.7,2.86,0.0,happy,472,34,24.4,63.2,44,14,11,57,10,0
1075,2024-09-01 23:00:00,84,36.8,1.98,0.35,neutral,421,51,24.9,63.6,38,1,88,13,9,0
1024,2024-09-01 23:01:00,98,37.6,5.13,0.4,neutral,428,60,29.5,32.5,14,10,31,40,7,0
1073,2024-09-01 23:02:00,75,36.5,2.16,0.73,happy,466,71,24.6,45.6,41,6,100,16,1,0
1045,2024-09-01 23:03:00,94,36.1,8.71,0.86,neutral,731,34,28.0,41.3,1,10,4,80,9,1
1058,2024-09-01 23:04:00,82,37.0,2.44,0.96,stressed,278,37,20.6,50.7,23,13,56,97,8,1
1054,2024-09-01 23:05:00,71,35.5,3.14,0.35,neutral,226,35,24.8,49.6,28,16,30,93,3,1
1023,2024-09-01 23:06:00,115,35.5,8.88,0.96,happy,243,39,25.9,56.3,28,6,30,86,10,1
1074,2024-09-01 23:07:00,107,37.5,2.06,0.8,happy,292,75,21.1,39.9,20,1,27,35,3,0
1023,2024-09-01 23:08:00,111,35.1,8.85,0.03,stressed,568,69,23.0,38.9,24,6,76,24,4,0
1002,2024-09-01 23:09:00,78,37.4,2.1,0.6,stressed,341,67,27.4,58.9,21,17,92,31,6,0
1039,2024-09-01 23:10:00,93,35.9,9.12,0.37,happy,156,70,21.8,69.0,18,19,39,22,10,1
1019,2024-09-01 23:11:00,67,36.4,3.18,0.03,stressed,520,76,21.3,67.9,12,0,52,40,0,1
1086,2024-09-01 23:12:00,110,36.6,2.46,0.53,happy,778,45,23.0,61.7,37,2,27,79,8,1
1068,2024-09-01 23:13:00,82,37.3,4.77,0.58,stressed,676,57,28.6,32.7,32,5,35,95,5,0
1099,2024-09-01 23:14:00,70,37.7,3.69,0.25,happy,532,30,27.6,39.5,32,18,76,42,4,0
1076,2024-09-01 23:15:00,118,37.4,2.02,0.94,stressed,146,75,27.8,57.6,11,2,35,73,4,0
1099,2024-09-01 23:16:00,102,36.7,3.38,0.61,stressed,523,47,23.2,41.8,45,15,82,56,0,1
1069,2024-09-01 23:17:00,93,36.0,7.13,0.18,stressed,497,68,21.0,45.7,22,12,50,33,0,1
1065,2024-09-01 23:18:00,64,36.6,8.32,0.72,stressed,395,73,20.3,68.1,28,13,80,32,6,1
1092,2024-09-01 23:19:00,96,35.1,8.21,0.5,neutral,403,71,25.9,33.5,28,9,40,56,1,1
1068,2024-09-01 23:20:00,84,35.7,7.57,0.47,happy,335,76,27.0,64.4,42,12,52,27,3,1
1078,2024-09-01 23:21:00,83,36.1,0.05,0.83,happy,515,68,23.8,32.0,0,5,58,50,7,0
1007,2024-09-01 23:22:00,83,36.0,4.27,0.14,neutral,906,66,25.3,43.5,23,12,62,59,5,1
1097,2024-09-01 23:23:00,101,35.3,1.69,0.49,stressed,712,40,22.8,52.2,4,17,77,6,3,0
1054,2024-09-01 23:24:00,93,35.2,0.73,0.78,stressed,772,32,23.6,44.3,34,17,78,1,6,1
1036,2024-09-01 23:25:00,106,36.3,7.36,0.66,happy,513,58,27.3,68.3,44,3,48,34,6,0
1089,2024-09-01 23:26:00,77,35.2,7.93,0.01,happy,219,33,27.2,50.2,4,16,59,47,0,0
1072,2024-09-01 23:27:00,71,35.9,8.15,0.79,happy,765,60,20.3,59.4,12,5,30,6,0,1
1071,2024-09-01 23:28:00,101,36.4,8.9,0.94,neutral,654,40,29.4,58.1,31,15,83,76,4,0
1013,2024-09-01 23:29:00,98,35.6,5.9,0.7,happy,538,59,22.7,63.4,41,11,2,66,6,0
1047,2024-09-01 23:30:00,74,35.2,9.98,0.88,neutral,655,44,29.1,64.6,26,9,38,88,5,0
1088,2024-09-01 23:31:00,106,36.3,4.84,0.36,neutral,177,44,25.1,48.7,23,12,37,70,0,0
1097,2024-09-01 23:32:00,71,36.3,8.83,0.35,happy,431,61,25.0,64.5,2,15,39,61,6,1
1066,2024-09-01 23:33:00,88,37.7,1.13,0.32,happy,207,58,24.5,56.1,0,19,29,54,0,0
1031,2024-09-01 23:34:00,88,35.4,1.49,0.73,happy,486,78,29.2,57.4,28,0,71,90,1,0
1035,2024-09-01 23:35:00,79,36.8,5.9,0.94,stressed,106,72,22.1,36.9,44,6,23,21,10,1
1004,2024-09-01 23:36:00,74,36.0,1.24,0.89,stressed,952,57,26.1,39.8,21,3,20,27,9,1
1078,2024-09-01 23:37:00,62,35.4,0.75,0.15,stressed,669,50,23.2,57.5,4,11,63,4,10,0
1091,2024-09-01 23:38:00,75,36.2,1.96,0.63,happy,958,67,29.2,40.6,42,8,50,65,6,0
1017,2024-09-01 23:39:00,78,36.3,7.88,1.0,neutral,493,68,21.7,49.6,20,19,27,47,0,1
