session_id,sent_at,temperature,humidity,co2_level,light_level,noise_level,occupancy,rating_score,rating
11,2026-04-01 14:24:00,21.175,23.7,565.333333333333,0.0,35,0,3.23,3
11,2026-04-01 14:25:00,21.1666666666667,23.7,563.5,0.0,80,0,2.49,2
11,2026-04-01 14:26:00,21.125,23.675,559.0,0.0,70,0,2.41,2
11,2026-04-01 14:27:00,21.1,23.65,559.5,0.0,65,0,3.5,4
11,2026-04-01 14:28:00,21.125,23.65,550.5,0.0,55,0,1.73,2
11,2026-04-01 14:29:00,21.1,23.6,553.0,0.0,40,0,2.47,2
12,2026-04-01 14:30:00,21.1333333333333,23.6,552.0,0.0,55,0,2.63,3
12,2026-04-01 14:31:00,21.1,23.6,553.25,0.0,35,0,1.92,2
12,2026-04-01 14:32:00,21.1,23.6,545.75,0.0,55,0,1.79,2
12,2026-04-01 14:33:00,21.1,23.6,548.0,0.0,60,0,3.04,3
12,2026-04-01 14:34:00,21.1,23.6,547.0,0.0,60,0,3.12,3
12,2026-04-01 14:35:00,21.1,23.575,545.75,0.0,35,0,1.21,1
12,2026-04-01 14:36:00,21.1,23.533333333333303,544.0,0.0,55,0,2.49,2
12,2026-04-01 14:37:00,21.1,23.4725,545.5,0.0,70,0,1.85,2
12,2026-04-01 14:38:00,21.1,23.4725,547.0,0.0,35,0,1.69,2
12,2026-04-01 14:39:00,21.1,23.5,545.25,0.0,75,0,2.18,2
12,2026-04-01 14:40:00,21.1,23.5,541.25,0.0,40,0,3.75,4
12,2026-04-01 14:41:00,21.125,23.5,540.75,0.0,70,0,1.24,1
12,2026-04-01 14:42:00,21.1,23.5,533.333333333333,0.0,50,0,1.99,2
12,2026-04-01 14:43:00,21.1333333333333,23.5,528.0,0.0,50,0,2.08,2
12,2026-04-01 14:44:00,21.1,23.3925,537.75,0.0,75,0,2.4,2
12,2026-04-01 14:45:00,21.1,23.4725,539.5,0.0,40,0,2.6,3
12,2026-04-01 14:46:00,21.1,23.5,535.25,0.0,45,0,1.77,2
12,2026-04-01 14:47:00,21.1,23.5,537.25,0.0,40,0,2.59,3
12,2026-04-01 14:48:00,21.1,23.5,533.4,0.0,75,0,1.31,1
12,2026-04-01 14:49:00,21.1,23.5,524.5,0.0,75,0,2.77,3
12,2026-04-01 14:50:00,21.1,23.434,524.8,0.0,50,0,2.22,2
12,2026-04-01 14:51:00,21.1,23.39,522.666666666667,0.0,65,0,2.16,2
12,2026-04-01 14:52:00,21.1,23.39,521.0,0.0,75,0,2.22,2
12,2026-04-01 14:53:00,21.125,23.39,519.75,0.0,60,0,2.45,2
12,2026-04-01 14:54:00,21.1,23.39,523.0,0.0,80,0,2.68,3
12,2026-04-01 14:55:00,21.1,23.39,519.0,0.0,65,0,3.5,4
12,2026-04-01 14:56:00,21.1,23.365,519.5,0.0,35,0,2.18,2
12,2026-04-01 14:57:00,21.1,23.39,519.75,0.0,80,0,3.09,3
12,2026-04-01 14:58:00,21.1,23.365,520.0,0.0,40,0,1.76,2
12,2026-04-01 14:59:00,21.1,23.33,524.6,0.0,55,0,1.56,2
13,2026-04-01 15:00:00,21.075,23.315,520.25,0.0,75,0,1.83,2
13,2026-04-01 15:01:00,21.075,23.34,519.0,0.0,40,0,1.02,1
13,2026-04-01 15:02:00,21.1,23.29,523.2,0.0,60,0,2.45,2
13,2026-04-01 15:03:00,21.033333333333303,23.29,517.666666666667,0.0,40,0,2.37,2
13,2026-04-01 15:04:00,21.02,23.29,514.2,0.0,75,0,1.24,1
13,2026-04-01 15:05:00,21.025,23.29,516.5,0.0,80,0,2.17,2
13,2026-04-01 15:06:00,21.0,23.29,521.0,0.0,75,0,1.55,2
13,2026-04-01 15:07:00,21.0,23.29,520.0,0.0,80,0,3.38,3
13,2026-04-01 15:08:00,21.0,23.254,517.8,0.0,75,0,3.21,3
13,2026-04-01 15:09:00,21.0,23.26,514.333333333333,0.0,65,0,2.53,3
13,2026-04-01 15:10:00,21.0,23.2675,516.75,0.0,65,0,2.16,2
13,2026-04-01 15:11:00,21.0,23.29,520.75,0.0,40,0,2.47,2
13,2026-04-01 15:12:00,21.0,23.29,519.333333333333,0.0,60,0,2.45,2
13,2026-04-01 15:13:00,21.0,23.29,519.0,0.0,60,0,2.79,3
13,2026-04-01 15:14:00,21.0,23.29,509.75,0.0,80,0,1.88,2
13,2026-04-01 15:15:00,21.0,23.29,508.5,0.0,45,0,2.28,2
13,2026-04-01 15:16:00,20.9725,23.29,504.5,0.0,35,0,3.13,3
13,2026-04-01 15:17:00,21.0,23.29,506.5,0.0,40,0,3.53,4
13,2026-04-01 15:18:00,20.9725,23.29,509.0,0.0,75,0,2.7,3
13,2026-04-01 15:19:00,20.963333333333303,23.29,507.25,0.0,75,0,2.2,2
13,2026-04-01 15:20:00,21.0,23.29,509.333333333333,0.0,80,0,2.58,3
13,2026-04-01 15:21:00,20.89,23.2,509.666666666667,0.0,60,0,3.74,4
13,2026-04-01 15:22:00,20.89,23.245,508.25,0.0,55,0,2.48,2
13,2026-04-01 15:23:00,20.89,23.2225,510.25,0.0,70,0,3.42,3
13,2026-04-01 15:24:00,20.89,23.254,504.0,0.0,45,0,2.92,3
13,2026-04-01 15:25:00,20.89,23.26,499.333333333333,0.0,80,0,2.49,2
13,2026-04-01 15:26:00,20.89,23.2225,495.0,0.0,80,0,2.87,3
13,2026-04-01 15:27:00,20.89,23.2,496.25,0.0,80,0,2.43,2
13,2026-04-01 15:28:00,20.89,23.2,494.75,0.0,45,0,1.22,1
13,2026-04-01 15:29:00,20.89,23.2,492.5,0.0,40,0,2.37,2
14,2026-04-01 15:30:00,20.89,23.2,494.25,0.0,75,0,1.58,2
14,2026-04-01 15:31:00,20.89,23.2,492.333333333333,0.0,35,0,2.18,2
14,2026-04-01 15:32:00,20.89,23.125,493.75,0.0,40,0,2.6,3
14,2026-04-01 15:33:00,20.89,23.125,484.75,0.0,65,0,2.16,2
14,2026-04-01 15:34:00,20.89,23.1,489.25,0.0,65,0,2.36,2
14,2026-04-01 15:35:00,20.89,23.1,494.5,0.0,50,0,2.76,3
14,2026-04-01 15:36:00,20.89,23.1,495.666666666667,0.0,40,0,3.01,3
14,2026-04-01 15:37:00,20.89,23.1,501.5,0.0,80,0,1.0,1
14,2026-04-01 15:38:00,20.89,23.1,499.666666666667,0.0,65,0,1.67,2
14,2026-04-01 15:39:00,20.89,23.1,492.5,0.0,75,0,2.18,2
14,2026-04-01 15:40:00,20.89,23.1,494.25,0.0,65,0,1.23,1
14,2026-04-01 15:41:00,20.89,23.1,494.0,0.0,45,0,3.41,3
14,2026-04-01 15:42:00,20.9725,23.1,489.25,0.0,75,0,2.28,2
14,2026-04-01 15:43:00,20.9175,23.1,490.0,0.0,60,0,2.79,3
14,2026-04-01 15:44:00,20.89,23.1,495.5,0.0,70,0,2.97,3
14,2026-04-01 15:45:00,20.89,23.05,498.0,0.0,45,0,1.81,2
14,2026-04-01 15:46:00,20.89,23.05,495.0,0.0,80,0,1.8,2
14,2026-04-01 15:47:00,20.912,23.0,490.2,0.0,75,0,2.2,2
14,2026-04-01 15:48:00,20.926666666666694,23.0,492.333333333333,0.0,50,0,1.31,1
14,2026-04-01 15:49:00,20.89,23.0,491.666666666667,0.0,65,0,2.92,3
14,2026-04-01 15:50:00,20.89,22.956,488.0,0.0,80,0,1.69,2
14,2026-04-01 15:51:00,20.934,22.934,488.0,0.0,55,0,2.21,2
14,2026-04-01 15:52:00,20.89,23.0,485.0,0.0,60,0,2.45,2
14,2026-04-01 15:53:00,20.89,23.0,490.0,0.0,45,0,2.28,2
14,2026-04-01 15:54:00,20.9175,22.9725,489.5,0.0,80,0,1.0,1
14,2026-04-01 15:55:00,20.89,22.945,485.25,0.0,45,0,1.49,1
14,2026-04-01 15:56:00,20.89,22.89,485.666666666667,0.0,70,0,1.38,1
14,2026-04-01 15:57:00,20.9175,22.945,485.0,0.0,50,0,2.41,2
14,2026-04-01 15:58:00,20.89,22.956,485.2,0.0,50,0,2.49,2
14,2026-04-01 15:59:00,20.945,22.89,484.0,0.0,70,0,1.85,2
15,2026-04-01 16:00:00,20.89,22.9175,483.0,0.0,35,0,1.83,2
15,2026-04-01 16:01:00,20.89,22.89,481.0,0.0,70,0,3.02,3
15,2026-04-01 16:02:00,20.89,22.89,476.5,0.0,80,0,1.69,2
15,2026-04-01 16:03:00,20.89,22.89,475.0,0.0,35,0,3.23,3
15,2026-04-01 16:04:00,20.89,22.89,476.0,0.0,40,0,1.98,2
15,2026-04-01 16:05:00,20.89,22.89,478.5,0.0,75,0,2.94,3
15,2026-04-01 16:06:00,20.89,22.89,483.0,0.0,55,0,2.81,3
15,2026-04-01 16:07:00,20.856666666666698,22.856666666666698,480.25,0.0,40,0,2.43,2
15,2026-04-01 16:08:00,20.89,22.89,480.25,0.0,50,0,3.45,3
15,2026-04-01 16:09:00,20.89,22.865,470.75,0.0,45,0,2.88,3
15,2026-04-01 16:10:00,20.89,22.89,474.75,0.0,55,0,1.4,1
15,2026-04-01 16:11:00,20.89,22.865,482.25,0.0,70,0,1.65,2
15,2026-04-01 16:12:00,20.89,22.89,480.333333333333,0.0,60,0,2.21,2
15,2026-04-01 16:13:00,20.89,22.89,480.0,0.0,45,0,1.51,2
15,2026-04-01 16:14:00,20.89,22.84,481.5,0.0,55,0,2.86,3
15,2026-04-01 16:15:00,20.89,22.84,483.5,0.0,75,0,3.08,3
15,2026-04-01 16:16:00,20.89,22.79,475.6,0.0,40,0,1.0,1
15,2026-04-01 16:17:00,20.89,22.76,475.333333333333,0.0,60,0,1.17,1
15,2026-04-01 16:18:00,20.89,22.815,477.666666666667,0.0,80,0,3.19,3
15,2026-04-01 16:19:00,20.89,22.79,475.75,0.0,55,0,2.21,2
15,2026-04-01 16:20:00,20.89,22.79,479.166666666667,0.0,80,0,1.49,1
15,2026-04-01 16:21:00,20.865,22.7675,475.0,0.0,65,0,2.03,2
15,2026-04-01 16:22:00,20.865,22.7675,474.0,0.0,45,0,2.65,3
15,2026-04-01 16:23:00,20.89,22.79,477.333333333333,0.0,55,0,3.4,3
15,2026-04-01 16:24:00,20.89,22.79,473.0,0.0,35,0,1.31,1
15,2026-04-01 16:25:00,20.89,22.7675,470.0,0.0,80,0,2.75,3
15,2026-04-01 16:26:00,20.865,22.675,468.75,0.0,80,0,2.17,2
15,2026-04-01 16:27:00,20.87,22.718000000000004,471.4,0.0,70,0,1.16,1
15,2026-04-01 16:28:00,20.89,22.7,471.0,0.0,60,0,2.45,2
15,2026-04-01 16:29:00,20.89,22.7,468.0,0.0,40,0,2.47,2
16,2026-04-01 16:30:00,20.85,22.678,468.6,0.0,35,0,1.64,2
16,2026-04-01 16:31:00,20.81,22.62,467.4,0.0,60,0,2.45,2
16,2026-04-01 16:32:00,20.79,22.6,469.0,0.0,60,0,2.85,3
16,2026-04-01 16:33:00,20.79,22.65,471.25,0.0,60,0,3.37,3
16,2026-04-01 16:34:00,20.823333333333306,22.73,470.666666666667,0.0,75,0,2.75,3
16,2026-04-01 16:35:00,20.79,22.6,466.75,0.0,65,0,2.03,2
16,2026-04-01 16:36:00,20.79,22.64,466.8,0.0,60,0,3.58,4
16,2026-04-01 16:37:00,20.79,22.7,468.75,0.0,45,0,2.88,3
16,2026-04-01 16:38:00,20.79,22.65,467.5,0.0,50,0,1.61,2
16,2026-04-01 16:39:00,20.79,22.6333333333333,469.666666666667,0.0,35,0,2.2,2
16,2026-04-01 16:40:00,20.79,22.7,469.75,0.0,60,0,2.63,3
16,2026-04-01 16:41:00,20.79,22.6,469.75,0.0,45,0,1.0,1
16,2026-04-01 16:42:00,20.79,22.6,467.25,0.0,65,0,2.16,2
16,2026-04-01 16:43:00,20.772,22.6,461.4,0.0,65,0,2.78,3
16,2026-04-01 16:44:00,20.79,22.6,469.25,0.0,65,0,2.53,3
16,2026-04-01 16:45:00,20.79,22.625,468.0,0.0,75,0,1.55,2
16,2026-04-01 16:46:00,20.73,22.6,469.0,0.0,35,0,1.34,1
16,2026-04-01 16:47:00,20.79,22.6,467.4,0.0,50,0,2.76,3
16,2026-04-01 16:48:00,20.79,22.6,467.666666666667,0.0,75,0,1.0,1
16,2026-04-01 16:49:00,20.745,22.6,471.5,0.0,40,0,2.09,2
16,2026-04-01 16:50:00,20.76,22.6,471.666666666667,0.0,80,0,1.63,2
16,2026-04-01 16:51:00,20.7225,22.6,464.75,0.0,80,0,3.41,3
16,2026-04-01 16:52:00,20.7225,22.6,461.75,0.0,65,0,2.16,2
16,2026-04-01 16:53:00,20.7225,22.6,458.5,0.0,45,0,1.71,2
16,2026-04-01 16:54:00,20.745,22.55,459.5,0.0,80,0,2.75,3
16,2026-04-01 16:55:00,20.7225,22.55,460.5,0.0,60,0,3.74,4
16,2026-04-01 16:56:00,20.76,22.5666666666667,465.333333333333,0.0,35,0,2.87,3
16,2026-04-01 16:57:00,20.7225,22.5,465.0,0.0,50,0,1.06,1
16,2026-04-01 16:58:00,20.7225,22.5,459.0,0.0,70,0,2.54,3
16,2026-04-01 16:59:00,20.7675,22.5,463.0,0.0,75,0,2.52,3
17,2026-04-01 17:00:00,20.745,22.5,460.75,0.0,75,0,2.97,3
17,2026-04-01 17:01:00,20.7,22.5,461.5,0.0,75,0,2.2,2
17,2026-04-01 17:02:00,20.7,22.5,466.0,0.0,35,0,1.38,1
17,2026-04-01 17:03:00,20.7675,22.5,460.25,0.0,50,0,2.86,3
17,2026-04-01 17:04:00,20.718000000000004,22.52,457.4,0.0,70,0,1.85,2
17,2026-04-01 17:05:00,20.7,22.5,464.6,0.0,75,0,2.42,2
17,2026-04-01 17:06:00,20.73,22.5,464.333333333333,0.0,80,0,3.21,3
17,2026-04-01 17:07:00,20.7,22.5,459.333333333333,0.0,55,0,2.57,3
17,2026-04-01 17:08:00,20.7,22.5,459.75,0.0,55,0,3.02,3
17,2026-04-01 17:09:00,20.7225,22.5,459.25,0.0,40,0,3.53,4
17,2026-04-01 17:10:00,20.7,22.5,463.0,0.0,80,0,3.4,3
17,2026-04-01 17:11:00,20.7225,22.445,461.5,0.0,50,0,2.86,3
17,2026-04-01 17:12:00,20.7,22.5,454.5,0.0,40,0,3.75,4
17,2026-04-01 17:13:00,20.7,22.5,458.333333333333,0.0,35,0,1.67,2
17,2026-04-01 17:14:00,20.718000000000004,22.5,463.0,0.0,35,0,1.34,1
17,2026-04-01 17:15:00,20.7,22.5,463.75,0.0,80,0,1.23,1
17,2026-04-01 17:16:00,20.7,22.456,460.6,0.0,45,0,1.38,1
17,2026-04-01 17:17:00,20.7,22.5,455.25,0.0,35,0,2.68,3
17,2026-04-01 17:18:00,20.7,22.5,455.666666666667,0.0,45,0,2.2,2
17,2026-04-01 17:19:00,20.7,22.5,456.25,0.0,40,0,2.59,3
17,2026-04-01 17:20:00,20.7,22.426666666666694,459.666666666667,0.0,50,0,2.18,2
17,2026-04-01 17:21:00,20.7,22.5,462.0,0.0,80,0,1.71,2
17,2026-04-01 17:22:00,20.7225,22.4725,460.25,0.0,35,0,2.63,3
17,2026-04-01 17:23:00,20.718000000000004,22.434,462.0,0.0,55,0,2.57,3
17,2026-04-01 17:24:00,20.73,22.39,461.0,0.0,55,0,3.18,3
17,2026-04-01 17:25:00,20.7,22.39,461.666666666667,0.0,45,0,2.67,3
17,2026-04-01 17:26:00,20.745,22.39,460.25,0.0,60,0,1.82,2
17,2026-04-01 17:27:00,20.7225,22.365,456.25,0.0,80,0,2.43,2
17,2026-04-01 17:28:00,20.745,22.39,457.5,0.0,35,0,1.21,1
17,2026-04-01 17:29:00,20.772,22.37,455.8,0.0,35,0,1.0,1
18,2026-04-01 17:30:00,20.76,22.39,455.0,0.0,40,0,2.53,3
18,2026-04-01 17:31:00,20.7675,22.365,451.25,0.0,60,0,1.95,2
18,2026-04-01 17:32:00,20.745,22.39,453.75,0.0,70,0,3.02,3
18,2026-04-01 17:33:00,20.736,22.39,456.2,0.0,35,0,1.69,2
18,2026-04-01 17:34:00,20.73,22.356666666666698,453.666666666667,0.0,50,0,1.61,2
18,2026-04-01 17:35:00,20.7,22.34,452.75,0.0,80,0,2.77,3
18,2026-04-01 17:36:00,20.76,22.356666666666698,454.0,0.0,40,0,2.29,2
18,2026-04-01 17:37:00,20.745,22.39,452.5,0.0,45,0,2.84,3
18,2026-04-01 17:38:00,20.73,22.39,456.0,0.0,50,0,2.46,2
18,2026-04-01 17:39:00,20.745,22.34,451.5,0.0,50,0,1.74,2
18,2026-04-01 17:40:00,20.7,22.37,449.8,0.0,55,0,3.12,3
18,2026-04-01 17:41:00,20.7,22.365,449.25,0.0,80,0,2.58,3
18,2026-04-01 17:42:00,20.7,22.365,452.25,0.0,60,0,2.89,3
18,2026-04-01 17:43:00,20.7225,22.34,451.25,0.0,40,0,2.62,3
18,2026-04-01 17:44:00,20.7,22.34,453.0,0.0,35,0,1.66,2
18,2026-04-01 17:45:00,20.7,22.39,453.25,0.0,60,0,2.83,3
18,2026-04-01 17:46:00,20.7,22.315,456.666666666667,0.0,65,0,1.91,2
18,2026-04-01 17:47:00,20.7,22.29,455.75,0.0,75,0,2.77,3
18,2026-04-01 17:48:00,20.7,22.365,458.0,0.0,75,0,2.91,3
18,2026-04-01 17:49:00,20.7,22.34,458.75,0.0,75,0,1.9,2
18,2026-04-01 17:50:00,20.7,22.29,455.5,0.0,75,0,3.08,3
18,2026-04-01 17:51:00,20.7,22.29,455.0,0.0,70,0,1.47,1
18,2026-04-01 17:52:00,20.7,22.29,453.333333333333,0.0,40,0,2.58,3
18,2026-04-01 17:53:00,20.7,22.33,454.6,0.0,45,0,1.58,2
18,2026-04-01 17:54:00,20.7,22.29,457.5,0.0,80,0,1.69,2
18,2026-04-01 17:55:00,20.7,22.29,449.666666666667,0.0,40,0,1.98,2
18,2026-04-01 17:56:00,20.7,22.29,452.0,0.0,75,0,2.97,3
18,2026-04-01 17:57:00,20.7,22.29,453.5,0.0,50,0,2.27,2
18,2026-04-01 17:58:00,20.7,22.29,450.6,0.0,40,0,1.79,2
18,2026-04-01 17:59:00,20.7,22.29,450.666666666667,0.0,65,0,2.81,3
19,2026-04-01 18:00:00,20.7,22.29,451.0,0.0,50,0,2.69,3
19,2026-04-01 18:01:00,20.7,22.29,454.5,0.0,45,0,1.38,1
19,2026-04-01 18:02:00,20.7,22.29,457.25,0.0,45,0,2.92,3
19,2026-04-01 18:03:00,20.7,22.315,456.0,0.0,70,0,1.78,2
19,2026-04-01 18:04:00,20.675,22.29,456.5,0.0,45,0,2.2,2
19,2026-04-01 18:05:00,20.675,22.29,453.5,0.0,45,0,1.51,2
19,2026-04-01 18:06:00,20.7,22.29,454.25,0.0,65,0,2.36,2
19,2026-04-01 18:07:00,20.675,22.22,454.0,0.0,35,0,2.28,2
19,2026-04-01 18:08:00,20.675,22.2675,451.0,0.0,80,0,1.0,1
19,2026-04-01 18:09:00,20.6666666666667,22.26,450.25,0.0,70,0,1.23,1
19,2026-04-01 18:10:00,20.625,22.2225,449.75,0.0,80,0,2.17,2
19,2026-04-01 18:11:00,20.675,22.2675,452.0,0.0,45,0,3.21,3
19,2026-04-01 18:12:00,20.65,22.245,452.5,0.0,75,0,1.58,2
19,2026-04-01 18:13:00,20.64,22.236,454.0,0.0,80,0,3.4,3
19,2026-04-01 18:14:00,20.6333333333333,22.26,453.0,0.0,45,0,2.2,2
19,2026-04-01 18:15:00,20.7,22.29,454.0,0.0,35,0,1.14,1
19,2026-04-01 18:16:00,20.675,22.2675,450.0,0.0,60,0,3.53,4
19,2026-04-01 18:17:00,20.625,22.245,451.75,0.0,80,0,2.77,3
19,2026-04-01 18:18:00,20.675,22.2675,450.25,0.0,40,0,2.31,2
19,2026-04-01 18:19:00,20.625,22.2225,445.0,0.0,40,0,1.26,1
19,2026-04-01 18:20:00,20.65,22.2675,446.25,0.0,40,0,3.53,4
19,2026-04-01 18:21:00,20.6666666666667,22.26,450.666666666667,0.0,40,0,2.76,3
19,2026-04-01 18:22:00,20.64,22.236,453.6,0.0,45,0,2.62,3
19,2026-04-01 18:23:00,20.6333333333333,22.23,450.333333333333,0.0,70,0,1.78,2
19,2026-04-01 18:24:00,20.65,22.245,445.5,0.0,80,0,2.75,3
19,2026-04-01 18:25:00,20.65,22.245,443.0,0.0,75,0,3.08,3
19,2026-04-01 18:26:00,20.65,22.245,449.25,0.0,80,0,3.28,3
19,2026-04-01 18:27:00,20.6333333333333,22.23,454.666666666667,0.0,40,0,1.76,2
19,2026-04-01 18:28:00,20.65,22.245,449.0,0.0,80,0,1.49,1
19,2026-04-01 18:29:00,20.625,22.2225,448.5,0.0,50,0,1.26,1
20,2026-04-01 18:30:00,20.6,22.2,449.6,0.0,35,0,2.64,3
20,2026-04-01 18:31:00,20.6,22.2,454.0,0.0,80,0,2.95,3
20,2026-04-01 18:32:00,20.6,22.2225,451.25,0.0,35,0,1.1,1
20,2026-04-01 18:33:00,20.6,22.2,449.333333333333,0.0,40,0,2.08,2
20,2026-04-01 18:34:00,20.6,22.2,446.0,0.0,60,0,2.21,2
20,2026-04-01 18:35:00,20.6,22.2225,445.75,0.0,75,0,1.65,2
20,2026-04-01 18:36:00,20.6,22.2,451.5,0.0,55,0,2.34,2
20,2026-04-01 18:37:00,20.6,22.2,455.25,0.0,65,0,2.31,2
20,2026-04-01 18:38:00,20.6333333333333,22.23,451.666666666667,0.0,35,0,1.45,1
20,2026-04-01 18:39:00,20.6,22.2,451.0,0.0,50,0,2.46,2
20,2026-04-01 18:40:00,20.6,22.2,448.75,0.0,45,0,2.73,3
20,2026-04-01 18:41:00,20.6,22.2,445.75,0.0,55,0,2.49,2
20,2026-04-01 18:42:00,20.6,22.2,444.75,0.0,60,0,3.04,3
20,2026-04-01 18:43:00,20.6,22.2,446.333333333333,0.0,80,0,2.68,3
20,2026-04-01 18:44:00,20.6,22.2,450.0,0.0,80,0,3.09,3
20,2026-04-01 18:45:00,20.575,22.2225,446.5,0.0,65,0,1.36,1
20,2026-04-01 18:46:00,20.6,22.2225,446.5,0.0,70,0,3.45,3
20,2026-04-01 18:47:00,20.575,22.2675,447.75,0.0,50,0,2.04,2
20,2026-04-01 18:48:00,20.58,22.254,449.6,0.0,45,0,2.88,3
20,2026-04-01 18:49:00,20.6,22.23,451.666666666667,0.0,40,0,2.47,2
20,2026-04-01 18:50:00,20.6,22.26,450.0,0.0,35,0,1.54,2
20,2026-04-01 18:51:00,20.6,22.2,449.25,0.0,75,0,2.7,3
20,2026-04-01 18:52:00,20.575,22.2,449.75,0.0,40,0,2.43,2
20,2026-04-01 18:53:00,20.55,22.2675,453.75,0.0,60,0,1.28,1
20,2026-04-01 18:54:00,20.6,22.2,453.0,0.0,40,0,1.79,2
20,2026-04-01 18:55:00,20.6,22.2,450.5,0.0,80,0,3.4,3
20,2026-04-01 18:56:00,20.5666666666667,22.23,447.0,0.0,70,0,2.45,2
20,2026-04-01 18:57:00,20.575,22.2675,443.75,0.0,65,0,3.5,4
20,2026-04-01 18:58:00,20.6,22.2,444.25,0.0,35,0,3.33,3
20,2026-04-01 18:59:00,20.6,22.2675,451.5,0.0,45,0,2.67,3
21,2026-04-01 19:00:00,20.6,22.218000000000004,448.4,0.0,60,0,2.96,3
21,2026-04-01 19:01:00,20.6,22.2,449.0,0.0,55,0,2.81,3
21,2026-04-01 19:02:00,20.6,22.26,449.333333333333,0.0,80,0,1.99,2
21,2026-04-01 19:03:00,20.6,22.2,446.25,0.0,80,0,1.71,2
21,2026-04-01 19:04:00,20.6,22.2,446.6,0.0,35,0,1.0,1
21,2026-04-01 19:05:00,20.6,22.2,447.666666666667,0.0,65,0,1.19,1
21,2026-04-01 19:06:00,20.6,22.2,447.0,0.0,70,0,1.24,1
21,2026-04-01 19:07:00,20.6,22.2,446.75,0.0,80,0,3.4,3
21,2026-04-01 19:08:00,20.58,22.2,451.2,0.0,75,0,2.91,3
21,2026-04-01 19:09:00,20.6,22.2,450.25,0.0,70,0,2.56,3
21,2026-04-01 19:10:00,20.6,22.2225,450.0,0.0,70,0,2.74,3
21,2026-04-01 19:11:00,20.6,22.2225,449.0,0.0,50,0,2.44,2
21,2026-04-01 19:12:00,20.58,22.218000000000004,443.2,0.0,75,0,1.75,2
21,2026-04-01 19:13:00,20.5666666666667,22.26,443.333333333333,0.0,75,0,2.17,2
21,2026-04-01 19:14:00,20.6,22.2,448.0,0.0,55,0,2.92,3
21,2026-04-01 19:15:00,20.6,22.2675,454.0,0.0,45,0,3.11,3
21,2026-04-01 19:16:00,20.6,22.29,451.5,0.0,80,0,2.32,2
21,2026-04-01 19:17:00,20.6,22.29,451.333333333333,0.0,40,0,1.39,1
21,2026-04-01 19:18:00,20.55,22.29,447.0,0.0,55,0,2.79,3
21,2026-04-01 19:19:00,20.55,22.29,448.5,0.0,60,0,2.63,3
21,2026-04-01 19:20:00,20.525,22.2225,450.5,0.0,40,0,1.02,1
21,2026-04-01 19:21:00,20.575,22.29,446.5,0.0,65,0,1.8,2
21,2026-04-01 19:22:00,20.6,22.29,447.333333333333,0.0,75,0,2.84,3
21,2026-04-01 19:23:00,20.575,22.29,453.5,0.0,70,0,2.92,3
21,2026-04-01 19:24:00,20.5666666666667,22.29,451.333333333333,0.0,60,0,2.85,3
21,2026-04-01 19:25:00,20.58,22.254,449.4,0.0,70,0,1.78,2
21,2026-04-01 19:26:00,20.533333333333303,22.26,453.666666666667,0.0,65,0,2.03,2
21,2026-04-01 19:27:00,20.575,22.2,448.25,0.0,50,0,3.68,4
21,2026-04-01 19:28:00,20.575,22.29,452.0,0.0,50,0,2.76,3
21,2026-04-01 19:29:00,20.525,22.2675,452.666666666667,0.0,40,0,2.29,2
22,2026-04-01 19:30:00,20.6,22.2,454.666666666667,0.0,55,0,1.73,2
22,2026-04-01 19:31:00,20.6,22.254,453.2,0.0,75,0,1.47,1
22,2026-04-01 19:32:00,20.56,22.29,447.6,0.0,55,0,3.17,3
22,2026-04-01 19:33:00,20.6,22.29,447.666666666667,0.0,80,0,2.68,3
22,2026-04-01 19:34:00,20.55,22.29,448.0,0.0,55,0,3.12,3
22,2026-04-01 19:35:00,20.55,22.29,451.0,0.0,55,0,2.19,2
22,2026-04-01 19:36:00,20.6,22.29,451.0,0.0,50,0,1.96,2
22,2026-04-01 19:37:00,20.525,22.2675,451.0,0.0,55,0,3.35,3
22,2026-04-01 19:38:00,20.525,22.29,449.75,0.0,70,0,3.31,3
22,2026-04-01 19:39:00,20.52,22.29,453.0,0.0,55,0,1.67,2
22,2026-04-01 19:40:00,20.5,22.2675,453.5,0.0,60,0,3.58,4
22,2026-04-01 19:41:00,20.5,22.29,452.333333333333,0.0,65,0,2.03,2
22,2026-04-01 19:42:00,20.525,22.29,452.0,0.0,35,0,1.45,1
22,2026-04-01 19:43:00,20.6,22.26,450.666666666667,0.0,75,0,1.0,1
22,2026-04-01 19:44:00,20.5,22.2,449.5,0.0,50,0,2.28,2
22,2026-04-01 19:45:00,20.6,22.2225,449.75,0.0,50,0,3.45,3
22,2026-04-01 19:46:00,20.56,22.2,449.0,0.0,45,0,1.84,2
22,2026-04-01 19:47:00,20.6,22.2,451.333333333333,0.0,80,0,3.09,3
22,2026-04-01 19:48:00,20.5666666666667,22.2,449.0,0.0,80,0,2.17,2
22,2026-04-01 19:49:00,20.5666666666667,22.2,448.0,0.0,45,0,2.52,3
22,2026-04-01 19:50:00,20.575,22.2,443.25,0.0,40,0,2.58,3
22,2026-04-01 19:51:00,20.55,22.245,446.5,0.0,50,0,2.61,3
22,2026-04-01 19:52:00,20.6,22.245,448.75,0.0,45,0,2.67,3
22,2026-04-01 19:53:00,20.6,22.2225,451.0,0.0,65,0,1.19,1
22,2026-04-01 19:54:00,20.5666666666667,22.2,455.0,0.0,75,0,1.22,1
